DATE,weekday,OPEN,CLOSE,VOL
1984-11-13,Tuesday,0.09174,0.08962,147933939.0
1984-11-14,Wednesday,0.09052,0.09052,121852492.0
1984-11-15,Thursday,0.09052,0.09052,124494657.0
1984-11-16,Friday,0.09052,0.0887,193582869.0
1984-11-19,Monday,0.0887,0.08348,272088493.0
1984-11-20,Tuesday,0.08623,0.08623,307430447.0
1984-11-21,Wednesday,0.08809,0.08809,208729365.0
1984-11-22,Thursday,0.08809,0.08809,208729365.0
1984-11-23,Friday,0.08931,0.09052,160098193.0
1984-11-26,Monday,0.09142,0.09142,117536207.0
1984-11-27,Tuesday,0.09389,0.09389,148797171.0
1984-11-28,Wednesday,0.09878,0.09878,479431485.0
1984-11-29,Thursday,0.09878,0.09692,204229934.0
1984-11-30,Friday,0.09692,0.09419,126953742.0
1984-12-03,Monday,0.09419,0.09296,114449310.0
1984-12-04,Tuesday,0.09481,0.09481,140582988.0
1984-12-05,Wednesday,0.09938,0.09938,307038098.0
1984-12-06,Thursday,0.10428,0.10428,370528058.0
1984-12-07,Friday,0.10428,0.10396,577530804.0
1984-12-10,Monday,0.10396,0.10185,130197521.0
1984-12-11,Tuesday,0.10185,0.10062,144559274.0
1984-12-12,Wednesday,0.10062,0.09724,128549502.0
1984-12-13,Thursday,0.09817,0.09817,78060946.0
1984-12-14,Friday,0.09817,0.10062,112278060.0
1984-12-17,Monday,0.10306,0.10306,146259710.0
1984-12-18,Tuesday,0.10918,0.10918,397734215.0
1984-12-19,Wednesday,0.10918,0.1049,370789635.0
1984-12-20,Thursday,0.1049,0.10428,163315900.0
1984-12-21,Friday,0.10428,0.10306,144690083.0
1984-12-24,Monday,0.1049,0.1049,78871940.0
1984-12-25,Tuesday,0.1049,0.1049,78871940.0
1984-12-26,Wednesday,0.1052,0.1052,78453401.0
1984-12-27,Thursday,0.10582,0.10582,115338735.0
1984-12-28,Friday,0.10582,0.10948,193085790.0
1984-12-31,Monday,0.11101,0.11101,242632538.0
1985-01-01,Tuesday,0.11101,0.11101,242632538.0
1985-01-02,Wednesday,0.11101,0.10642,204726876.0
1985-01-03,Thursday,0.10826,0.10826,194576856.0
1985-01-04,Friday,0.10826,0.10826,160307484.0
1985-01-07,Monday,0.10826,0.10765,199599636.0
1985-01-08,Tuesday,0.10765,0.10672,164806955.0
1985-01-09,Wednesday,0.10948,0.10948,194707754.0
1985-01-10,Thursday,0.11437,0.11437,323571117.0
1985-01-11,Friday,0.11437,0.11346,239467222.0
1985-01-14,Monday,0.1165,0.1165,315827723.0
1985-01-15,Tuesday,0.1165,0.11437,309444769.0
1985-01-16,Wednesday,0.11532,0.11532,221756993.0
1985-01-17,Thursday,0.11532,0.10703,639424966.0
1985-01-18,Friday,0.10703,0.10918,411860589.0
1985-01-21,Monday,0.11162,0.11162,380050201.0
1985-01-22,Tuesday,0.11468,0.11468,496147619.0
1985-01-23,Wednesday,0.11468,0.11284,502766090.0
1985-01-24,Thursday,0.11284,0.1107,463709324.0
1985-01-25,Friday,0.1107,0.11284,371914501.0
1985-01-28,Monday,0.11532,0.11532,481367232.0
1985-01-29,Tuesday,0.11532,0.11405,261284560.0
1985-01-30,Wednesday,0.11405,0.11405,575098019.0
1985-01-31,Thursday,0.11405,0.1107,322603211.0
1985-02-01,Friday,0.1107,0.10918,160856889.0
1985-02-04,Monday,0.11162,0.11162,254613694.0
1985-02-05,Tuesday,0.11223,0.11223,221940093.0
1985-02-06,Wednesday,0.11437,0.11437,227067387.0
1985-02-07,Thursday,0.11437,0.11405,286685707.0
1985-02-08,Friday,0.11405,0.11405,154186096.0
1985-02-11,Monday,0.11623,0.11623,405189770.0
1985-02-12,Tuesday,0.11623,0.11346,264528343.0
1985-02-13,Wednesday,0.11346,0.10826,615488753.0
1985-02-14,Thursday,0.10826,0.1052,498475744.0
1985-02-15,Friday,0.1052,0.10672,202764923.0
1985-02-18,Monday,0.1052,0.10672,202764923.0
1985-02-19,Tuesday,0.10642,0.1052,174983138.0
1985-02-20,Wednesday,0.1052,0.10062,256889665.0
1985-02-21,Thursday,0.10246,0.10246,359959461.0
1985-02-22,Friday,0.10246,0.1052,264554476.0
1985-02-25,Monday,0.1052,0.10396,115077122.0
1985-02-26,Tuesday,0.10396,0.10185,220684395.0
1985-02-27,Wednesday,0.10185,0.09572,471321909.0
1985-02-28,Thursday,0.09572,0.09419,372620797.0
1985-03-01,Friday,0.09419,0.09481,288961593.0
1985-03-04,Monday,0.09634,0.09634,178802529.0
1985-03-05,Tuesday,0.09878,0.09878,152721143.0
1985-03-06,Wednesday,0.09878,0.09389,226099479.0
1985-03-07,Thursday,0.09389,0.0844,857179575.0
1985-03-08,Friday,0.0844,0.08197,553045192.0
1985-03-11,Monday,0.08471,0.08471,334008860.0
1985-03-12,Tuesday,0.08778,0.08778,256261808.0
1985-03-13,Wednesday,0.08778,0.08288,293278034.0
1985-03-14,Thursday,0.08288,0.08288,282160045.0
1985-03-15,Friday,0.08288,0.08623,211868529.0
1985-03-18,Monday,0.08716,0.08716,145710328.0
1985-03-19,Tuesday,0.08716,0.08378,200227423.0
1985-03-20,Wednesday,0.08471,0.08471,472943820.0
1985-03-21,Thursday,0.08623,0.08623,189737379.0
1985-03-22,Friday,0.08623,0.08471,93861550.0
1985-03-25,Monday,0.08471,0.08228,128418634.0
1985-03-26,Tuesday,0.08592,0.08592,141812531.0
1985-03-27,Wednesday,0.08592,0.08348,130040613.0
1985-03-28,Thursday,0.08348,0.08348,151360834.0
1985-03-29,Friday,0.08348,0.0844,101814078.0
1985-04-01,Monday,0.0844,0.08228,133205941.0
1985-04-02,Tuesday,0.08228,0.08012,265600860.0
1985-04-03,Wednesday,0.08012,0.08012,283389545.0
1985-04-04,Thursday,0.08012,0.07951,189031033.0
1985-04-05,Friday,0.08012,0.07951,189031033.0
1985-04-08,Monday,0.07951,0.07462,232090129.0
1985-04-09,Tuesday,0.07462,0.07462,308189127.0
1985-04-10,Wednesday,0.08012,0.08012,264999232.0
1985-04-11,Thursday,0.08166,0.08166,171294680.0
1985-04-12,Friday,0.08166,0.07951,84705555.0
1985-04-15,Monday,0.08166,0.08166,69872933.0
1985-04-16,Tuesday,0.08228,0.08228,79002777.0
1985-04-17,Wednesday,0.08623,0.08623,143931459.0
1985-04-18,Thursday,0.08716,0.08716,236406486.0
1985-04-19,Friday,0.08716,0.08592,112147254.0
1985-04-22,Monday,0.08592,0.08228,119812065.0
1985-04-23,Tuesday,0.0844,0.0844,138150097.0
1985-04-24,Wednesday,0.0844,0.08378,92187290.0
1985-04-25,Thursday,0.08378,0.08378,102337292.0
1985-04-26,Friday,0.08378,0.08348,139798209.0
1985-04-29,Monday,0.08348,0.08042,72645890.0
1985-04-30,Tuesday,0.08104,0.08104,110629949.0
1985-05-01,Wednesday,0.08104,0.07951,66969189.0
1985-05-02,Thursday,0.07859,0.07338,385125166.0
1985-05-03,Friday,0.07338,0.07647,184662296.0
1985-05-06,Monday,0.07647,0.07524,65556565.0
1985-05-07,Tuesday,0.07647,0.07647,125671921.0
1985-05-08,Wednesday,0.07585,0.07585,168626343.0
1985-05-09,Thursday,0.07647,0.07647,148404808.0
1985-05-10,Friday,0.07647,0.07707,158921036.0
1985-05-13,Monday,0.07707,0.07647,101866438.0
1985-05-14,Tuesday,0.07647,0.07524,142178711.0
1985-05-15,Wednesday,0.07647,0.07647,152328732.0
1985-05-16,Thursday,0.08166,0.08166,269237094.0
1985-05-17,Friday,0.08166,0.08288,247419799.0
1985-05-20,Monday,0.08288,0.08166,230285089.0
1985-05-21,Tuesday,0.08104,0.0789,178148506.0
1985-05-22,Wednesday,0.0789,0.07859,140792249.0
1985-05-23,Thursday,0.07829,0.07524,279308614.0
1985-05-24,Friday,0.07524,0.06911,688422398.0
1985-05-27,Monday,0.07524,0.06911,688422398.0
1985-05-28,Tuesday,0.06819,0.06422,596732126.0
1985-05-29,Wednesday,0.06514,0.06514,287941357.0
1985-05-30,Thursday,0.06697,0.06697,367781247.0
1985-05-31,Friday,0.06697,0.06635,431428096.0
1985-06-03,Monday,0.06484,0.06116,672700357.0
1985-06-04,Tuesday,0.06576,0.06576,469386061.0
1985-06-05,Wednesday,0.06576,0.06422,334479798.0
1985-06-06,Thursday,0.06484,0.06484,316717223.0
1985-06-07,Friday,0.06484,0.06239,555007214.0
1985-06-10,Monday,0.06239,0.06148,369193880.0
1985-06-11,Tuesday,0.06148,0.06148,351195841.0
1985-06-12,Wednesday,0.06148,0.06025,289615598.0
1985-06-13,Thursday,0.06025,0.05657,443226236.0
1985-06-14,Friday,0.05657,0.05627,660614490.0
1985-06-17,Monday,0.05657,0.05657,276012498.0
1985-06-18,Tuesday,0.05811,0.05811,309732500.0
1985-06-19,Wednesday,0.05964,0.05964,200855236.0
1985-06-20,Thursday,0.06025,0.06025,222829567.0
1985-06-21,Friday,0.06148,0.06148,194027552.0
1985-06-24,Monday,0.06576,0.06576,240304283.0
1985-06-25,Tuesday,0.06668,0.06668,343243284.0
1985-06-26,Wednesday,0.06911,0.06911,154395402.0
1985-06-27,Thursday,0.07003,0.07003,224765354.0
1985-06-28,Friday,0.07003,0.06881,158528663.0
1985-07-01,Monday,0.06911,0.06911,120806152.0
1985-07-02,Tuesday,0.06911,0.06576,90774695.0
1985-07-03,Wednesday,0.06668,0.06668,79996828.0
1985-07-04,Thursday,0.06668,0.06668,79996828.0
1985-07-05,Friday,0.06697,0.06697,42719009.0
1985-07-08,Monday,0.06697,0.06697,107700068.0
1985-07-09,Tuesday,0.06697,0.06697,172733430.0
1985-07-10,Wednesday,0.06881,0.06881,123840689.0
1985-07-11,Thursday,0.06881,0.06881,75785071.0
1985-07-12,Friday,0.06881,0.06819,54935654.0
1985-07-15,Monday,0.06819,0.06757,90722298.0
1985-07-16,Tuesday,0.06757,0.06668,167422964.0
1985-07-17,Wednesday,0.06697,0.06697,138019295.0
1985-07-18,Thursday,0.06697,0.06576,209121775.0
1985-07-19,Friday,0.06635,0.06635,134200036.0
1985-07-22,Monday,0.06635,0.06422,224582243.0
1985-07-23,Tuesday,0.06422,0.06301,197009766.0
1985-07-24,Wednesday,0.06301,0.06177,197035916.0
1985-07-25,Thursday,0.06329,0.06329,367964331.0
1985-07-26,Friday,0.06329,0.06329,152433412.0
1985-07-29,Monday,0.06329,0.06116,90800792.0
1985-07-30,Tuesday,0.06177,0.06177,104482375.0
1985-07-31,Wednesday,0.06177,0.06054,94018493.0
1985-08-01,Thursday,0.06054,0.06054,60219985.0
1985-08-02,Friday,0.06054,0.06025,113769170.0
1985-08-05,Monday,0.06025,0.05871,107830849.0
1985-08-06,Tuesday,0.05871,0.05811,73666107.0
1985-08-07,Wednesday,0.05811,0.05657,177206774.0
1985-08-08,Thursday,0.05779,0.05779,172576466.0
1985-08-09,Friday,0.05811,0.05811,71180974.0
1985-08-12,Monday,0.05811,0.05718,64222386.0
1985-08-13,Tuesday,0.05811,0.05811,49494477.0
1985-08-14,Wednesday,0.05811,0.05566,338560708.0
1985-08-15,Thursday,0.05566,0.05505,122846622.0
1985-08-16,Friday,0.05566,0.05566,97811647.0
1985-08-19,Monday,0.05718,0.05718,55903584.0
1985-08-20,Tuesday,0.05811,0.05811,78191772.0
1985-08-21,Wednesday,0.05811,0.05811,89937555.0
1985-08-22,Thursday,0.05811,0.05657,144009965.0
1985-08-23,Friday,0.05657,0.05627,51404085.0
1985-08-26,Monday,0.05779,0.05779,41646440.0
1985-08-27,Tuesday,0.05811,0.05811,50122251.0
1985-08-28,Wednesday,0.05811,0.05811,47820195.0
1985-08-29,Thursday,0.05811,0.05657,65530334.0
1985-08-30,Friday,0.05718,0.05718,50069939.0
1985-09-02,Monday,0.05718,0.05718,50069939.0
1985-09-03,Tuesday,0.05718,0.05627,43739266.0
1985-09-04,Wednesday,0.05657,0.05657,55537375.0
1985-09-05,Thursday,0.05657,0.05657,38324194.0
1985-09-06,Friday,0.05718,0.05718,108380186.0
1985-09-09,Monday,0.05811,0.05811,154526176.0
1985-09-10,Tuesday,0.05871,0.05871,142204922.0
1985-09-11,Wednesday,0.05901,0.05901,101709442.0
1985-09-12,Thursday,0.06148,0.06148,129831268.0
1985-09-13,Friday,0.06148,0.06025,82377317.0
1985-09-16,Monday,0.06025,0.05811,43189941.0
1985-09-17,Tuesday,0.05811,0.05811,214589181.0
1985-09-18,Wednesday,0.06177,0.06177,140242934.0
1985-09-19,Thursday,0.06484,0.06484,217597574.0
1985-09-20,Friday,0.06484,0.06392,157926917.0
1985-09-23,Monday,0.06422,0.06422,138490214.0
1985-09-24,Tuesday,0.06422,0.06301,102886655.0
1985-09-25,Wednesday,0.06301,0.06054,122035695.0
1985-09-26,Thursday,0.06054,0.06054,62469748.0
1985-09-27,Friday,0.06054,0.06054,8057230.0
1985-09-30,Monday,0.06054,0.06025,42797466.0
1985-10-01,Tuesday,0.06025,0.06025,103174410.0
1985-10-02,Wednesday,0.06025,0.05964,25113425.0
1985-10-03,Thursday,0.05964,0.05901,57133097.0
1985-10-04,Friday,0.05901,0.05718,81200148.0
1985-10-07,Monday,0.05718,0.05718,107359965.0
1985-10-08,Tuesday,0.05779,0.05779,101578663.0
1985-10-09,Wednesday,0.05779,0.05718,96712952.0
1985-10-10,Thursday,0.06054,0.06054,305677738.0
1985-10-11,Friday,0.06116,0.06116,138150097.0
1985-10-14,Monday,0.06329,0.06329,181235351.0
1985-10-15,Tuesday,0.06484,0.06484,343217138.0
1985-10-16,Wednesday,0.06881,0.06881,336860302.0
1985-10-17,Thursday,0.06943,0.06943,406628564.0
1985-10-18,Friday,0.06943,0.06757,269106292.0
1985-10-21,Monday,0.06757,0.06576,138830333.0
1985-10-22,Tuesday,0.06881,0.06881,495807446.0
1985-10-23,Wednesday,0.06881,0.06881,173282771.0
1985-10-24,Thursday,0.07003,0.07003,318391419.0
1985-10-25,Friday,0.07003,0.06881,73901558.0
1985-10-28,Monday,0.06881,0.06881,69454376.0
1985-10-29,Tuesday,0.06881,0.06819,152851946.0
1985-10-30,Wednesday,0.07248,0.07248,264606785.0
1985-10-31,Thursday,0.07248,0.07095,181104582.0
1985-11-01,Friday,0.07095,0.07095,108092471.0
1985-11-04,Monday,0.07126,0.07126,181863198.0
1985-11-05,Tuesday,0.07126,0.07095,125593410.0
1985-11-06,Wednesday,0.07338,0.07338,234104430.0
1985-11-07,Thursday,0.07462,0.07462,370371063.0
1985-11-08,Friday,0.07829,0.07829,343478774.0
1985-11-11,Monday,0.07829,0.07647,208781699.0
1985-11-12,Tuesday,0.07647,0.07585,202791135.0
1985-11-13,Wednesday,0.07585,0.074,118608729.0
1985-11-14,Thursday,0.07647,0.07647,162923461.0
1985-11-15,Friday,0.07647,0.07585,95274162.0
1985-11-18,Monday,0.07585,0.07585,75392641.0
1985-11-19,Tuesday,0.07585,0.07338,110159096.0
1985-11-20,Wednesday,0.07338,0.07248,115705010.0
1985-11-21,Thursday,0.07248,0.07248,120230614.0
1985-11-22,Friday,0.07248,0.07248,150366768.0
1985-11-25,Monday,0.07248,0.07277,113507530.0
1985-11-26,Tuesday,0.07277,0.074,192065523.0
1985-11-27,Wednesday,0.074,0.07647,223902108.0
1985-11-28,Thursday,0.074,0.07647,223902108.0
1985-11-29,Friday,0.07647,0.07675,115652662.0
1985-12-02,Monday,0.07675,0.07707,117012975.0
1985-12-03,Tuesday,0.07707,0.07675,181104582.0
1985-12-04,Wednesday,0.07675,0.07829,192824205.0
1985-12-05,Thursday,0.07829,0.07675,146155000.0
1985-12-06,Friday,0.07675,0.07524,76439084.0
1985-12-09,Monday,0.07524,0.074,163342093.0
1985-12-10,Tuesday,0.074,0.07432,234627636.0
1985-12-11,Wednesday,0.07432,0.07524,277503580.0
1985-12-12,Thursday,0.07585,0.07647,146285827.0
1985-12-13,Friday,0.07647,0.07647,293304165.0
1985-12-16,Monday,0.07647,0.07951,337409671.0
1985-12-17,Tuesday,0.07951,0.07859,127372248.0
1985-12-18,Wednesday,0.08166,0.08471,653760576.0
1985-12-19,Thursday,0.08471,0.08592,315461510.0
1985-12-20,Friday,0.08592,0.08532,240618208.0
1985-12-23,Monday,0.08532,0.08348,167266030.0
1985-12-24,Tuesday,0.08348,0.08288,75444989.0
1985-12-25,Wednesday,0.08348,0.08288,75444989.0
1985-12-26,Thursday,0.08288,0.08288,53549212.0
1985-12-27,Friday,0.08288,0.08532,143512886.0
1985-12-30,Monday,0.08532,0.08471,125750366.0
1985-12-31,Tuesday,0.08471,0.08378,101892556.0
1986-01-01,Wednesday,0.08471,0.08378,101892556.0
1986-01-02,Thursday,0.08378,0.08471,137129849.0
1986-01-03,Friday,0.08471,0.08532,282814088.0
1986-01-06,Monday,0.08532,0.08471,216106447.0
1986-01-07,Tuesday,0.08471,0.08778,549513679.0
1986-01-08,Wednesday,0.08778,0.08716,709585728.0
1986-01-09,Thursday,0.08716,0.08623,522307379.0
1986-01-10,Friday,0.08623,0.08654,178959515.0
1986-01-13,Monday,0.08654,0.08778,251579222.0
1986-01-14,Tuesday,0.08778,0.0887,318469868.0
1986-01-15,Wednesday,0.0887,0.09112,494551802.0
1986-01-16,Thursday,0.09112,0.09358,624540059.0
1986-01-17,Friday,0.09358,0.09142,403358608.0
1986-01-20,Monday,0.09142,0.09112,148797171.0
1986-01-21,Tuesday,0.09112,0.09142,177468409.0
1986-01-22,Wednesday,0.09142,0.08931,167004442.0
1986-01-23,Thursday,0.08931,0.08778,182674191.0
1986-01-24,Friday,0.08778,0.08623,130773074.0
1986-01-27,Monday,0.08623,0.0844,454971957.0
1986-01-28,Tuesday,0.0844,0.08471,259610274.0
1986-01-29,Wednesday,0.08471,0.08991,688527050.0
1986-01-30,Thursday,0.08962,0.08778,276640343.0
1986-01-31,Friday,0.08778,0.08809,172497983.0
1986-02-03,Monday,0.08809,0.09112,408773666.0
1986-02-04,Tuesday,0.09112,0.09052,303846560.0
1986-02-05,Wednesday,0.09052,0.09052,230258902.0
1986-02-06,Thursday,0.09052,0.09174,156749745.0
1986-02-07,Friday,0.09174,0.09142,151125421.0
1986-02-10,Monday,0.09142,0.09112,130616045.0
1986-02-11,Tuesday,0.09112,0.09112,179221036.0
1986-02-12,Wednesday,0.09112,0.09142,155389452.0
1986-02-13,Thursday,0.09142,0.09112,127738497.0
1986-02-14,Friday,0.09112,0.09052,160595275.0
1986-02-17,Monday,0.09112,0.09052,160595275.0
1986-02-18,Tuesday,0.09052,0.09112,172968869.0
1986-02-19,Wednesday,0.09112,0.09543,420048618.0
1986-02-20,Thursday,0.09543,0.09572,161066132.0
1986-02-21,Friday,0.09572,0.09634,220815206.0
1986-02-24,Monday,0.09634,0.09817,288595381.0
1986-02-25,Tuesday,0.09817,0.10062,262461641.0
1986-02-26,Wednesday,0.10062,0.09908,192379480.0
1986-02-27,Thursday,0.09908,0.09755,126273539.0
1986-02-28,Friday,0.09755,0.09543,146128906.0
1986-03-03,Monday,0.09543,0.09389,127084489.0
1986-03-04,Tuesday,0.09389,0.09389,104063882.0
1986-03-05,Wednesday,0.09389,0.09634,206741238.0
1986-03-06,Thursday,0.09634,0.09692,118347115.0
1986-03-07,Friday,0.09692,0.09419,112330327.0
1986-03-10,Monday,0.09419,0.09389,88158671.0
1986-03-11,Tuesday,0.09389,0.09481,120361433.0
1986-03-12,Wednesday,0.09481,0.09419,100061362.0
1986-03-13,Thursday,0.09419,0.09419,135429506.0
1986-03-14,Friday,0.09419,0.09938,449452197.0
1986-03-17,Monday,0.09908,0.09908,138647175.0
1986-03-18,Tuesday,0.09908,0.10246,291211329.0
1986-03-19,Wednesday,0.10246,0.10122,221756993.0
1986-03-20,Thursday,0.10672,0.10765,1055889716.0
1986-03-21,Friday,0.10765,0.1052,304082012.0
1986-03-24,Monday,0.1052,0.10185,343714146.0
1986-03-25,Tuesday,0.10185,0.10642,328253709.0
1986-03-26,Wednesday,0.10642,0.10765,259427119.0
1986-03-27,Thursday,0.10765,0.10765,255764796.0
1986-03-28,Friday,0.10765,0.10765,255764796.0
1986-03-31,Monday,0.10765,0.10765,219324128.0
1986-04-01,Tuesday,0.10765,0.10396,260107339.0
1986-04-02,Wednesday,0.10396,0.10396,379893237.0
1986-04-03,Thursday,0.10396,0.10306,246504213.0
1986-04-04,Friday,0.10306,0.10185,147096840.0
1986-04-07,Monday,0.10185,0.10396,140295266.0
1986-04-08,Tuesday,0.10396,0.1052,225654796.0
1986-04-09,Wednesday,0.1052,0.10336,158031606.0
1986-04-10,Thursday,0.10336,0.10396,128444863.0
1986-04-11,Friday,0.10396,0.10306,88367962.0
1986-04-14,Monday,0.10306,0.10246,99224267.0
1986-04-15,Tuesday,0.10246,0.10428,153453675.0
1986-04-16,Wednesday,0.10428,0.10765,246216423.0
1986-04-17,Thursday,0.10765,0.1107,315435404.0
1986-04-18,Friday,0.1107,0.11346,289249380.0
1986-04-21,Monday,0.11405,0.1159,319463966.0
1986-04-22,Tuesday,0.1159,0.11405,382901626.0
1986-04-23,Wednesday,0.11405,0.11284,305363833.0
1986-04-24,Thursday,0.11284,0.11957,535308859.0
1986-04-25,Friday,0.11957,0.12292,304892983.0
1986-04-28,Monday,0.12292,0.12203,169960490.0
1986-04-29,Tuesday,0.12203,0.11923,154970899.0
1986-04-30,Wednesday,0.11923,0.11532,160909245.0
1986-05-01,Thursday,0.11532,0.11532,301230583.0
1986-05-02,Friday,0.11532,0.11623,109295867.0
1986-05-05,Monday,0.11623,0.12236,174407668.0
1986-05-06,Tuesday,0.12292,0.12437,255215424.0
1986-05-07,Wednesday,0.12437,0.11992,232168628.0
1986-05-08,Thursday,0.11992,0.12603,272533215.0
1986-05-09,Friday,0.12603,0.12728,259845699.0
1986-05-12,Monday,0.12728,0.13884,467633316.0
1986-05-13,Tuesday,0.13884,0.13732,550952414.0
1986-05-14,Wednesday,0.13732,0.14036,564058527.0
1986-05-15,Thursday,0.14036,0.13732,259898017.0
1986-05-16,Friday,0.13732,0.13732,372830090.0
1986-05-19,Monday,0.13732,0.13576,244673016.0
1986-05-20,Tuesday,0.13576,0.13489,287051945.0
1986-05-21,Wednesday,0.13489,0.14098,404928176.0
1986-05-22,Thursday,0.14098,0.1401,257517500.0
1986-05-23,Friday,0.1401,0.14098,163315900.0
1986-05-26,Monday,0.1401,0.14098,163315900.0
1986-05-27,Tuesday,0.14098,0.14036,98858042.0
1986-05-28,Wednesday,0.14036,0.14195,241900034.0
1986-05-29,Thursday,0.14195,0.14098,118451756.0
1986-05-30,Friday,0.14098,0.14098,148823330.0
1986-06-02,Monday,0.14098,0.1416,232691826.0
1986-06-03,Tuesday,0.1416,0.14427,380599548.0
1986-06-04,Wednesday,0.14427,0.14772,351117400.0
1986-06-05,Thursday,0.14772,0.14806,172707325.0
1986-06-06,Friday,0.14806,0.14405,207133680.0
1986-06-09,Monday,0.14405,0.13732,288490732.0
1986-06-10,Tuesday,0.13732,0.13732,288333776.0
1986-06-11,Wednesday,0.13732,0.13765,218225393.0
1986-06-12,Thursday,0.13765,0.13732,150759143.0
1986-06-13,Friday,0.13732,0.13884,167004442.0
1986-06-16,Monday,0.13884,0.13666,202738789.0
1986-06-17,Tuesday,0.13666,0.13051,259322503.0
1986-06-18,Wednesday,0.13051,0.13051,501771935.0
1986-06-19,Thursday,0.13051,0.13365,402495319.0
1986-06-20,Friday,0.13365,0.13732,188377033.0
1986-06-23,Monday,0.13732,0.1324,135848084.0
1986-06-24,Tuesday,0.1324,0.13273,165827233.0
1986-06-25,Wednesday,0.13365,0.13666,154133772.0
1986-06-26,Thursday,0.13666,0.13825,136554342.0
1986-06-27,Friday,0.13825,0.13666,58624246.0
1986-06-30,Monday,0.13666,0.13666,82638954.0
1986-07-01,Tuesday,0.13666,0.13489,102441929.0
1986-07-02,Wednesday,0.13489,0.13765,169149524.0
1986-07-03,Thursday,0.13765,0.1434,211580791.0
1986-07-04,Friday,0.13765,0.1434,211580791.0
1986-07-07,Monday,0.1434,0.13576,212339410.0
1986-07-08,Tuesday,0.13422,0.13051,319620950.0
1986-07-09,Wednesday,0.13051,0.13213,426405432.0
1986-07-10,Thursday,0.1324,0.13489,243574341.0
1986-07-11,Friday,0.13489,0.1416,261598414.0
1986-07-14,Monday,0.1416,0.13825,277294320.0
1986-07-15,Tuesday,0.13365,0.13273,347925917.0
1986-07-16,Wednesday,0.13515,0.12758,630452199.0
1986-07-17,Thursday,0.12758,0.12292,292990235.0
1986-07-18,Friday,0.12292,0.12111,361005787.0
1986-07-21,Monday,0.12603,0.12758,266830402.0
1986-07-22,Tuesday,0.12758,0.13213,279910304.0
1986-07-23,Wednesday,0.13213,0.12991,209618823.0
1986-07-24,Thursday,0.13051,0.12632,168835624.0
1986-07-25,Friday,0.12632,0.12963,253959719.0
1986-07-28,Monday,0.12905,0.12352,287758318.0
1986-07-29,Tuesday,0.12292,0.11923,695851806.0
1986-07-30,Wednesday,0.11923,0.11623,298222199.0
1986-07-31,Thursday,0.11623,0.11923,329614022.0
1986-08-01,Friday,0.11865,0.11957,175270941.0
1986-08-04,Monday,0.11957,0.11992,152014868.0
1986-08-05,Tuesday,0.12051,0.12236,137679213.0
