<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,20020920,000000,0.22354,0.22841,0.22202,0.22717,412004461,0
AAPL.US,D,20020923,000000,0.22572,0.22871,0.22083,0.22687,307973263,0
AAPL.US,D,20020924,000000,0.2202,0.2266,0.2202,0.22383,292735166,0
AAPL.US,D,20020925,000000,0.22443,0.23184,0.22413,0.22809,297430845,0
AAPL.US,D,20020926,000000,0.23096,0.23214,0.22264,0.22478,243665893,0
AAPL.US,D,20020927,000000,0.22172,0.22687,0.22143,0.22511,240755522,0
AAPL.US,D,20020930,000000,0.2202,0.22293,0.21616,0.22172,277595214,0
AAPL.US,D,20021001,000000,0.22293,0.22326,0.21412,0.22172,399898968,0
AAPL.US,D,20021002,000000,0.21929,0.22383,0.21558,0.21641,267844096,0
AAPL.US,D,20021003,000000,0.21677,0.22326,0.21504,0.21867,254469857,0
AAPL.US,D,20021004,000000,0.21959,0.2202,0.21412,0.21446,222855681,0
AAPL.US,D,20021007,000000,0.2138,0.21739,0.21033,0.21033,285770118,0
AAPL.US,D,20021008,000000,0.21257,0.21347,0.20424,0.20923,529789115,0
AAPL.US,D,20021009,000000,0.20703,0.21163,0.20513,0.20771,416556219,0
AAPL.US,D,20021010,000000,0.20864,0.21739,0.20771,0.21558,375550707,0
AAPL.US,D,20021011,000000,0.21769,0.22602,0.21558,0.22172,344139307,0
AAPL.US,D,20021014,000000,0.22264,0.22906,0.22083,0.22572,227034736,0
AAPL.US,D,20021015,000000,0.23274,0.23301,0.22602,0.23184,473584734,0
AAPL.US,D,20021016,000000,0.22717,0.23153,0.21257,0.22264,359259659,0
AAPL.US,D,20021017,000000,0.21739,0.2199,0.2138,0.21558,548068325,0
AAPL.US,D,20021018,000000,0.21412,0.21929,0.21287,0.21929,336690240,0
AAPL.US,D,20021021,000000,0.21801,0.22383,0.21412,0.22264,278556531,0
AAPL.US,D,20021022,000000,0.22143,0.22746,0.21801,0.22478,254764120,0
AAPL.US,D,20021023,000000,0.22383,0.22906,0.22172,0.22746,244123679,0
AAPL.US,D,20021024,000000,0.22968,0.23274,0.22264,0.22443,204079468,0
AAPL.US,D,20021025,000000,0.22443,0.23607,0.22293,0.23575,325912429,0
AAPL.US,D,20021028,000000,0.23793,0.24377,0.23301,0.23856,407930032,0
AAPL.US,D,20021029,000000,0.23823,0.24279,0.22871,0.23607,302682446,0
AAPL.US,D,20021030,000000,0.23702,0.2504,0.23672,0.24433,316108994,0
AAPL.US,D,20021031,000000,0.24459,0.25136,0.24343,0.24584,345493027,0
AAPL.US,D,20021101,000000,0.24377,0.25233,0.24308,0.25011,221691566,0
AAPL.US,D,20021104,000000,0.25233,0.26574,0.25011,0.25837,440067440,0
AAPL.US,D,20021105,000000,0.25624,0.2593,0.25011,0.25837,246059431,0
AAPL.US,D,20021106,000000,0.26119,0.26486,0.25536,0.26332,252710612,0
AAPL.US,D,20021107,000000,0.25902,0.26149,0.24197,0.24459,392606903,0
AAPL.US,D,20021108,000000,0.24489,0.24773,0.23734,0.24221,221966263,0
AAPL.US,D,20021111,000000,0.24067,0.24308,0.23123,0.23184,178652080,0
AAPL.US,D,20021112,000000,0.2342,0.24522,0.2336,0.23915,261356411,0
AAPL.US,D,20021113,000000,0.23702,0.24584,0.2336,0.23823,270636668,0
AAPL.US,D,20021114,000000,0.24308,0.25106,0.24131,0.2493,165500211,0
AAPL.US,D,20021115,000000,0.24835,0.24835,0.24099,0.24377,188017346,0
AAPL.US,D,20021118,000000,0.24773,0.24773,0.23734,0.23947,192202849,0
AAPL.US,D,20021119,000000,0.23793,0.24099,0.22935,0.2333,246360253,0
AAPL.US,D,20021120,000000,0.2339,0.24009,0.23301,0.23734,243777030,0
AAPL.US,D,20021121,000000,0.24308,0.25136,0.24099,0.25011,488724678,0
AAPL.US,D,20021122,000000,0.24584,0.2493,0.24308,0.24489,266104466,0
AAPL.US,D,20021125,000000,0.24522,0.24676,0.24034,0.24433,232901010,0
AAPL.US,D,20021126,000000,0.24221,0.24308,0.2333,0.23575,280590466,0
AAPL.US,D,20021127,000000,0.23856,0.24249,0.23607,0.24034,334937558,0
AAPL.US,D,20021129,000000,0.24131,0.24279,0.23575,0.23702,167508016,0
AAPL.US,D,20021202,000000,0.24308,0.24619,0.22935,0.23214,465671377,0
AAPL.US,D,20021203,000000,0.23244,0.23455,0.23096,0.23184,266117510,0
AAPL.US,D,20021204,000000,0.23214,0.23214,0.22172,0.22906,380436009,0
AAPL.US,D,20021205,000000,0.22968,0.23063,0.22202,0.22383,284252903,0
AAPL.US,D,20021206,000000,0.22413,0.23214,0.22202,0.22841,286541806,0
AAPL.US,D,20021209,000000,0.22841,0.22841,0.22413,0.22572,275711672,0
AAPL.US,D,20021210,000000,0.22572,0.23607,0.22538,0.2336,360410690,0
AAPL.US,D,20021211,000000,0.2339,0.23702,0.23063,0.23702,296050952,0
AAPL.US,D,20021212,000000,0.23702,0.23793,0.22935,0.23214,174407668,0
AAPL.US,D,20021213,000000,0.23153,0.23184,0.22413,0.22602,192438303,0
AAPL.US,D,20021216,000000,0.2266,0.23096,0.22326,0.22687,293860031,0
AAPL.US,D,20021217,000000,0.22687,0.23214,0.22413,0.23063,260035376,0
AAPL.US,D,20021218,000000,0.22634,0.22717,0.22172,0.22293,175996839,0
AAPL.US,D,20021219,000000,0.22202,0.22809,0.21558,0.21709,405850328,0
AAPL.US,D,20021220,000000,0.21834,0.22264,0.21065,0.21616,371489428,0
AAPL.US,D,20021223,000000,0.21641,0.22264,0.21584,0.22172,146946401,0
AAPL.US,D,20021224,000000,0.22083,0.22143,0.21867,0.21959,45943241,0
AAPL.US,D,20021226,000000,0.22053,0.2266,0.21834,0.2202,99760557,0
AAPL.US,D,20021227,000000,0.21897,0.2199,0.21412,0.21504,93469122,0
AAPL.US,D,20021230,000000,0.21532,0.21641,0.21163,0.21532,181065322,0
AAPL.US,D,20021231,000000,0.21412,0.21959,0.21313,0.21929,234418339,0
AAPL.US,D,20030102,000000,0.21959,0.22809,0.21929,0.22634,211881649,0
AAPL.US,D,20030103,000000,0.22634,0.22809,0.22293,0.22781,172203705,0
AAPL.US,D,20030106,000000,0.22968,0.2352,0.22746,0.22781,456083790,0
AAPL.US,D,20030107,000000,0.22602,0.22935,0.22143,0.22687,399807428,0
AAPL.US,D,20030108,000000,0.22293,0.22511,0.22083,0.22264,268190712,0
AAPL.US,D,20030109,000000,0.22354,0.22809,0.22172,0.22443,251382960,0
AAPL.US,D,20030110,000000,0.22293,0.2266,0.22172,0.22511,204491517,0
AAPL.US,D,20030113,000000,0.22781,0.22781,0.21959,0.22383,208977917,0
AAPL.US,D,20030114,000000,0.22443,0.2266,0.22172,0.22326,218225393,0
AAPL.US,D,20030115,000000,0.22293,0.22478,0.21801,0.22053,433422818,0
AAPL.US,D,20030116,000000,0.21739,0.22572,0.21739,0.22354,652910443,0
AAPL.US,D,20030117,000000,0.22264,0.22264,0.21532,0.21558,311537573,0
AAPL.US,D,20030121,000000,0.21739,0.22053,0.21412,0.21446,295998652,0
AAPL.US,D,20030122,000000,0.2138,0.21641,0.21097,0.21223,251252218,0
AAPL.US,D,20030123,000000,0.21504,0.21959,0.21313,0.21641,266568769,0
AAPL.US,D,20030124,000000,0.21769,0.21769,0.20736,0.21097,356741799,0
AAPL.US,D,20030127,000000,0.20923,0.22172,0.20896,0.21616,457104013,0
AAPL.US,D,20030128,000000,0.21769,0.22443,0.21641,0.22293,334303140,0
AAPL.US,D,20030129,000000,0.22264,0.23096,0.21867,0.22809,435659430,0
AAPL.US,D,20030130,000000,0.22906,0.23063,0.21834,0.21897,475383182,0
AAPL.US,D,20030131,000000,0.21677,0.22264,0.21504,0.21959,398499403,0
AAPL.US,D,20030203,000000,0.22053,0.22809,0.21929,0.22413,309228951,0
AAPL.US,D,20030204,000000,0.22083,0.22413,0.21897,0.22326,370691490,0
AAPL.US,D,20030205,000000,0.22511,0.22809,0.22083,0.22083,258812405,0
AAPL.US,D,20030206,000000,0.21959,0.22293,0.21739,0.22053,209219925,0
AAPL.US,D,20030207,000000,0.22264,0.22326,0.21532,0.21641,314971054,0
AAPL.US,D,20030210,000000,0.21801,0.22293,0.21504,0.21929,196068001,0
AAPL.US,D,20030211,000000,0.22172,0.22383,0.21709,0.21929,192438303,0
AAPL.US,D,20030212,000000,0.21801,0.22326,0.21801,0.2202,267072408,0
AAPL.US,D,20030213,000000,0.22053,0.22383,0.21769,0.22235,243489282,0
AAPL.US,D,20030214,000000,0.22326,0.22511,0.21929,0.22413,284135156,0
AAPL.US,D,20030218,000000,0.22572,0.2339,0.22511,0.2333,339724797,0
AAPL.US,D,20030219,000000,0.23063,0.23184,0.22443,0.22687,280714754,0
AAPL.US,D,20030220,000000,0.22687,0.22871,0.22511,0.22572,262010402,0
AAPL.US,D,20030221,000000,0.2266,0.2303,0.22413,0.22935,183870999,0
AAPL.US,D,20030224,000000,0.22717,0.22968,0.21097,0.22538,210508281,0
AAPL.US,D,20030225,000000,0.22443,0.23063,0.22293,0.22968,220305137,0
AAPL.US,D,20030226,000000,0.22935,0.22968,0.22143,0.22172,253534647,0
AAPL.US,D,20030227,000000,0.22293,0.22935,0.22172,0.22717,180247823,0
AAPL.US,D,20030228,000000,0.22717,0.23063,0.22572,0.22935,227845673,0
AAPL.US,D,20030303,000000,0.22935,0.23184,0.22264,0.22413,237963016,0
AAPL.US,D,20030304,000000,0.22538,0.2266,0.22083,0.22264,147633048,0
AAPL.US,D,20030305,000000,0.22326,0.22634,0.22202,0.22354,147946981,0
AAPL.US,D,20030306,000000,0.22293,0.22326,0.2202,0.22264,116620603,0
AAPL.US,D,20030307,000000,0.22143,0.22511,0.21897,0.22202,234719172,0
AAPL.US,D,20030310,000000,0.22172,0.22413,0.21867,0.21959,157161788,0
AAPL.US,D,20030311,000000,0.21959,0.22172,0.21584,0.21769,188246192,0
AAPL.US,D,20030312,000000,0.21641,0.2202,0.21504,0.21739,259917639,0
AAPL.US,D,20030313,000000,0.22143,0.22634,0.21641,0.22511,391750162,0
AAPL.US,D,20030314,000000,0.22443,0.22935,0.22383,0.22602,178795967,0
AAPL.US,D,20030317,000000,0.22781,0.23063,0.22511,0.22935,467038225,0
AAPL.US,D,20030318,000000,0.22935,0.23063,0.2266,0.22935,268583121,0
AAPL.US,D,20030319,000000,0.23063,0.23184,0.22602,0.22841,165035926,0
AAPL.US,D,20030320,000000,0.22809,0.22935,0.22326,0.22809,190567910,0
AAPL.US,D,20030321,000000,0.23063,0.23184,0.2266,0.22935,347958623,0
AAPL.US,D,20030324,000000,0.22413,0.22634,0.21929,0.21959,188141615,0
AAPL.US,D,20030325,000000,0.22053,0.22687,0.21959,0.22264,195845638,0
AAPL.US,D,20030326,000000,0.22264,0.22264,0.21867,0.22053,208278138,0
AAPL.US,D,20030327,000000,0.21897,0.22478,0.21897,0.22172,142937395,0
AAPL.US,D,20030328,000000,0.2202,0.22354,0.21959,0.22293,169692385,0
AAPL.US,D,20030331,000000,0.21929,0.22202,0.21474,0.21616,299739472,0
AAPL.US,D,20030401,000000,0.21709,0.21897,0.21532,0.21641,180247823,0
AAPL.US,D,20030402,000000,0.22053,0.22572,0.21897,0.22413,200135844,0
AAPL.US,D,20030403,000000,0.22264,0.22478,0.21929,0.22113,170175277,0
AAPL.US,D,20030404,000000,0.22202,0.22413,0.2202,0.22053,170125701,0
AAPL.US,D,20030407,000000,0.22687,0.22841,0.22053,0.22172,229935366,0
AAPL.US,D,20030408,000000,0.22172,0.22413,0.21959,0.22083,150579581,0
AAPL.US,D,20030409,000000,0.22202,0.22354,0.21616,0.21677,171371811,0
AAPL.US,D,20030410,000000,0.21709,0.2202,0.21709,0.21959,127635262,0
AAPL.US,D,20030411,000000,0.21504,0.22083,0.19753,0.20186,1628545690,0
AAPL.US,D,20030414,000000,0.20978,0.21033,0.20641,0.20771,588853218,0
AAPL.US,D,20030415,000000,0.20771,0.20802,0.20334,0.20486,356135069,0
AAPL.US,D,20030416,000000,0.19877,0.20896,0.19753,0.20249,1190505629,0
AAPL.US,D,20030417,000000,0.20186,0.20249,0.19452,0.20064,721089491,0
AAPL.US,D,20030421,000000,0.20091,0.20151,0.19846,0.20091,178784055,0
AAPL.US,D,20030422,000000,0.20151,0.20834,0.19999,0.20641,355330976,0
AAPL.US,D,20030423,000000,0.20671,0.20864,0.20424,0.20771,246029272,0
AAPL.US,D,20030424,000000,0.20671,0.20802,0.19877,0.20549,381555110,0
AAPL.US,D,20030425,000000,0.20579,0.20771,0.20249,0.20397,240625935,0
AAPL.US,D,20030428,000000,0.20397,0.21347,0.20397,0.21195,745887082,0
AAPL.US,D,20030429,000000,0.2138,0.21641,0.20771,0.21504,536716983,0
AAPL.US,D,20030430,000000,0.21287,0.21929,0.21163,0.21739,536315670,0
AAPL.US,D,20030501,000000,0.21769,0.2202,0.21412,0.21959,401383866,0
AAPL.US,D,20030502,000000,0.22113,0.22293,0.21929,0.22083,376227758,0
AAPL.US,D,20030505,000000,0.22572,0.2581,0.22572,0.24584,1819283126,0
AAPL.US,D,20030506,000000,0.24652,0.27373,0.24619,0.26759,1771686555,0
AAPL.US,D,20030507,000000,0.26486,0.2789,0.26149,0.26964,1233358129,0
AAPL.US,D,20030508,000000,0.27056,0.27643,0.26456,0.27526,804581521,0
AAPL.US,D,20030509,000000,0.28014,0.28134,0.27343,0.27982,688462346,0
AAPL.US,D,20030512,000000,0.27737,0.28654,0.27704,0.2838,491083254,0
AAPL.US,D,20030513,000000,0.28167,0.28997,0.27436,0.28567,523363595,0
AAPL.US,D,20030514,000000,0.28776,0.28806,0.28167,0.2838,416422581,0
AAPL.US,D,20030515,000000,0.2844,0.28836,0.28227,0.28654,334448829,0
AAPL.US,D,20030516,000000,0.28411,0.29055,0.27947,0.28744,393925826,0
AAPL.US,D,20030519,000000,0.28348,0.28502,0.27609,0.27674,521741126,0
AAPL.US,D,20030520,000000,0.27674,0.2777,0.26916,0.27187,487303810,0
AAPL.US,D,20030521,000000,0.27187,0.27643,0.2703,0.27314,357423222,0
AAPL.US,D,20030522,000000,0.27373,0.28134,0.27122,0.2789,210296300,0
AAPL.US,D,20030523,000000,0.27862,0.28227,0.27463,0.28014,241872391,0
AAPL.US,D,20030527,000000,0.27463,0.28899,0.27403,0.28868,339029110,0
AAPL.US,D,20030528,000000,0.28283,0.28534,0.27737,0.27947,398201859,0
AAPL.US,D,20030529,000000,0.27947,0.28283,0.27373,0.27674,389813515,0
AAPL.US,D,20030530,000000,0.27704,0.27803,0.26819,0.27436,447097951,0
AAPL.US,D,20030602,000000,0.27674,0.27917,0.26391,0.26668,488852627,0
AAPL.US,D,20030603,000000,0.26668,0.2703,0.2603,0.26456,421431028,0
AAPL.US,D,20030604,000000,0.26456,0.27187,0.26205,0.26916,316728363,0
AAPL.US,D,20030605,000000,0.26668,0.27122,0.26486,0.26964,240173933,0
AAPL.US,D,20030606,000000,0.27122,0.27578,0.26205,0.26205,283716728,0
AAPL.US,D,20030609,000000,0.25902,0.26055,0.25413,0.25655,303589492,0
AAPL.US,D,20030610,000000,0.25837,0.26424,0.25624,0.2627,206300513,0
AAPL.US,D,20030611,000000,0.26205,0.26789,0.25687,0.26668,262904770,0
AAPL.US,D,20030612,000000,0.26852,0.27343,0.26668,0.27153,295001718,0
AAPL.US,D,20030613,000000,0.27153,0.27436,0.26173,0.26634,223352333,0
AAPL.US,D,20030616,000000,0.26916,0.27917,0.26668,0.27917,279032008,0
AAPL.US,D,20030617,000000,0.28167,0.28283,0.27493,0.27835,207291578,0
